pseudocode,total_students,total_boys,total_girls,students_primary,students_upper_primary,students_secondary,school_level,total_tch,regular,contract,part_time,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,post_graduate_and_above,graduate,classrooms_total,classrooms_pucca,classrooms_good,toilets_boys_func,toilets_girls_func,has_girls_toilet,has_boys_toilet,has_ramp,has_library,has_playground,has_electricity,has_internet,has_handwash,has_boundary_wall,has_comp_lab,has_solar,has_hm_room,ptr,ptr_threshold,ptr_violation_severity,students_per_classroom,infrastructure_gap,eligible_grant_norm,funding_ratio,growth_rate,qualified_teacher_ratio,contract_ratio,validation_label,risk_score,risk_level
1163976,915,602,313,329,199,185,primary,30,21,9,0,13,7,2,1,5,12,19,11,26,2,26,2,3,1,1,1,1,1,1,1,1,1,1,0,1,30.5,30,0.0167,35.19,0,75000,1,0,1,0.3,Flag,4.92,Low
1164192,495,0,495,495,0,0,primary,12,12,0,0,11,10,0,0,0,0,3,8,24,2,20,0,12,1,0,1,1,1,1,1,1,1,0,1,1,41.25,30,0.375,20.62,1,75000,1,0,0.9167,0,Flag,12.71,Low
1165864,1895,1217,678,928,505,245,primary,70,70,0,0,70,26,13,0,8,9,33,37,50,5,50,31,10,1,1,1,1,1,1,1,1,1,1,1,1,27.07,30,-0.0977,37.9,0,100000,1,0,1,0,Accept,0,Low
1166000,1921,1185,736,395,704,441,upper_primary,82,71,2,9,34,12,23,0,11,25,68,13,58,1,49,7,7,1,1,1,1,1,1,1,1,1,1,1,1,23.43,35,-0.3306,33.12,0,100000,1,0,0.9878,0.0244,Accept,0.37,Low
1166253,1841,1606,235,451,684,362,upper_primary,66,41,11,14,28,11,8,0,20,15,40,24,40,3,40,35,3,1,1,1,1,1,1,1,1,1,1,1,1,27.89,35,-0.2031,46.02,0,100000,1,0,0.9697,0.1667,Flag,4.76,Low
1166603,133,62,71,133,0,0,primary,5,5,0,0,5,5,0,0,0,0,3,2,10,1,10,3,3,1,1,1,1,1,1,1,1,1,0,0,1,26.6,30,-0.1133,13.3,0,50000,1,0,1,0,Accept,0,Low
1168869,696,458,238,352,235,78,primary,23,7,16,0,6,6,2,0,8,7,14,8,24,1,24,9,9,1,1,1,1,1,1,1,1,1,1,0,1,30.26,30,0.0087,29,0,75000,1,0,0.9565,0.6957,Flag,10.65,Low
1169831,218,110,108,218,0,0,primary,6,5,1,0,5,3,0,0,0,0,4,1,8,1,8,12,6,1,1,1,1,1,1,1,1,1,0,0,1,36.33,30,0.211,27.25,0,50000,1,0,0.8333,0.1667,Flag,7.78,Low
1170340,1553,921,632,206,741,353,upper_primary,49,45,0,4,46,7,14,0,17,9,36,10,33,0,33,40,40,1,1,1,1,1,1,1,1,1,0,0,1,31.69,35,-0.0946,47.06,0,100000,1,0,0.9388,0,Flag,2.65,Low
1172291,294,294,0,170,124,0,primary,8,8,0,0,8,5,2,0,0,0,7,1,10,2,10,4,0,0,1,1,1,1,1,1,1,1,0,0,1,36.75,30,0.225,29.4,1,75000,1,0,1,0,Flag,8.96,Low
1172445,240,141,99,240,0,0,primary,4,4,0,0,0,4,0,0,0,0,1,3,9,1,9,1,3,1,1,1,1,1,1,1,1,1,0,0,1,60,30,1,26.67,0,50000,1,0,1,0,Reject,25,Low
1174211,546,289,257,546,0,0,primary,15,15,0,0,2,14,0,0,0,0,7,6,11,1,11,6,6,1,1,1,1,1,1,1,1,1,0,0,1,36.4,30,0.2133,49.64,0,75000,1,0,0.8667,0,Flag,8.95,Low
1174669,271,129,142,271,0,0,primary,10,10,0,0,4,9,0,0,0,0,6,3,8,1,7,9,9,1,1,1,1,0,1,1,1,1,0,0,1,27.1,30,-0.0967,33.88,0,75000,1,0,0.9,0,Accept,0,Low
1178144,544,284,260,544,0,0,primary,7,7,0,0,0,7,0,0,0,0,0,7,10,1,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,77.71,30,1.5903,54.4,0,75000,1,0,1,0,Reject,30.4,Medium
1179536,460,293,167,203,257,0,upper_primary,14,11,3,0,6,5,5,4,0,0,6,8,8,1,8,2,1,1,1,1,1,1,1,1,1,1,0,0,1,32.86,35,-0.0611,57.5,0,75000,1,0,1,0.2143,Flag,9.78,Low
1181595,2334,2334,0,559,910,503,upper_primary,70,43,2,25,10,12,16,0,14,19,37,33,42,3,42,30,0,0,1,1,1,1,1,1,1,1,1,1,1,33.34,35,-0.0474,55.57,1,100000,1,0,1,0.0286,Flag,9.6,Low
1182118,448,237,211,448,0,0,primary,30,5,25,0,30,22,0,0,0,0,10,19,20,1,20,7,6,1,1,1,1,1,1,1,1,1,0,0,1,14.93,30,-0.5023,22.4,0,75000,1,0,0.9667,0.8333,Flag,12.5,Low
1187099,81,42,39,53,28,0,primary,8,8,0,0,3,5,3,0,0,0,1,7,11,1,11,2,2,1,1,1,1,1,1,1,1,1,0,0,1,10.12,30,-0.6627,7.36,0,25000,1,0,1,0,Accept,0,Low
1187400,628,346,282,491,137,0,primary,17,12,1,4,1,7,5,1,0,0,4,13,23,3,23,6,6,1,1,1,1,1,1,1,1,1,0,1,1,36.94,30,0.2313,27.3,0,75000,1,0,1,0.0588,Flag,6.66,Low
1191148,229,122,107,229,0,0,primary,8,7,1,0,7,8,0,0,0,0,0,7,10,2,10,3,3,1,1,1,1,0,1,1,1,1,0,1,1,28.62,30,-0.046,22.9,0,50000,1,0,0.875,0.125,Accept,1.88,Low
1191480,1861,931,930,390,810,396,upper_primary,63,56,0,7,10,11,10,0,0,14,45,18,44,0,44,13,16,1,1,1,1,1,1,1,1,1,1,0,1,29.54,35,-0.156,42.3,0,100000,1,0,1,0,Accept,0.86,Low
1192749,2075,2075,0,276,854,463,upper_primary,78,64,0,14,49,7,20,0,18,23,52,25,46,3,46,18,0,0,1,1,1,1,1,1,1,1,1,1,1,26.6,35,-0.24,45.11,1,100000,1,0,0.9872,0,Flag,5.25,Low
1192970,286,176,110,286,0,0,primary,5,1,4,0,5,5,0,0,0,0,0,4,5,1,5,4,4,1,1,1,1,1,1,1,1,1,0,0,1,57.2,30,0.9067,57.2,0,75000,1,0,0.8,0.8,Reject,41.12,Medium
1194993,922,501,421,922,0,0,primary,24,22,2,0,24,22,0,0,0,0,6,13,23,3,23,9,9,1,1,1,1,1,1,1,1,1,0,1,1,38.42,30,0.2807,40.09,0,75000,1,0,0.7917,0.0833,Flag,8.3,Low
1195943,727,442,285,523,204,0,primary,17,16,1,0,14,6,4,3,0,0,13,4,20,1,20,6,6,1,1,1,1,1,1,1,1,1,0,0,1,42.76,30,0.4253,36.35,0,75000,1,0,1,0.0588,Flag,11.51,Low
1196466,1222,0,1222,0,609,349,upper_primary,46,45,0,1,14,0,11,0,21,13,38,8,15,3,0,0,6,1,0,1,1,1,1,1,1,1,0,0,1,26.57,35,-0.2409,81.47,1,100000,1,0,1,0,Flag,18.33,Low
1197666,556,348,208,377,179,0,primary,16,6,0,10,16,7,7,1,0,0,9,6,16,1,16,4,2,1,1,1,1,1,1,1,1,1,0,0,1,34.75,30,0.1583,34.75,0,75000,1,0,0.9375,0,Flag,3.96,Low
1199964,49,23,26,49,0,0,primary,3,3,0,0,0,2,0,0,0,0,0,2,4,2,4,5,5,1,1,1,1,1,1,1,1,1,0,1,1,16.33,30,-0.4557,12.25,0,25000,1,0,0.6667,0,Accept,0,Low
1201454,228,131,97,145,83,0,primary,14,4,10,0,13,9,5,0,0,0,4,10,8,0,8,4,4,1,1,1,1,1,1,1,1,1,0,1,1,16.29,30,-0.457,28.5,0,50000,1,0,1,0.7143,Flag,10.71,Low
1204256,1600,1600,0,0,720,508,upper_primary,63,42,1,20,29,0,27,0,15,18,44,19,56,0,56,87,0,0,1,1,1,1,1,1,1,1,0,1,1,25.4,35,-0.2743,28.57,1,100000,1,0,1,0.0159,Flag,3.57,Low
1204268,1095,610,485,370,316,209,primary,35,35,0,0,35,8,10,0,5,12,30,5,27,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.29,30,0.043,40.56,0,100000,1,0,1,0,Flag,1.29,Low
1209906,3481,0,3481,0,1580,997,upper_primary,108,91,0,17,80,0,4,0,40,27,81,27,72,2,72,0,51,1,0,1,1,1,1,1,1,1,1,0,1,32.23,35,-0.0791,48.35,1,100000,1,0,1,0,Flag,6.46,Low
1210760,685,313,372,685,0,0,primary,8,7,1,0,2,7,0,0,0,0,3,3,12,1,12,7,7,1,1,1,1,1,1,1,1,0,0,1,1,85.62,30,1.854,57.08,1,75000,1,0,0.75,0.125,Reject,36.61,Medium
1211053,899,470,429,899,0,0,primary,21,21,0,0,11,20,0,0,0,0,7,12,30,3,18,3,3,1,1,1,1,1,1,1,1,1,0,0,1,42.81,30,0.427,29.97,0,75000,1,0,0.9048,0,Flag,10.68,Low
1212210,338,206,132,158,180,0,upper_primary,8,8,0,0,3,5,3,0,0,0,0,8,9,1,9,2,2,1,1,1,1,1,1,1,1,1,0,0,1,42.25,35,0.2071,37.56,0,75000,1,0,1,0,Flag,5.18,Low
1213460,1474,0,1474,317,606,301,upper_primary,38,18,0,20,20,5,9,0,8,5,26,12,25,4,15,0,23,1,0,1,1,1,1,1,1,1,1,1,1,38.79,35,0.1083,58.96,1,100000,1,0,1,0,Flag,13.15,Low
1214613,198,119,79,198,0,0,primary,5,5,0,0,4,5,0,0,0,0,2,3,12,1,0,5,5,1,1,1,1,1,1,1,1,1,0,0,1,39.6,30,0.32,16.5,0,50000,1,0,1,0,Flag,8,Low
1215427,2503,2503,0,185,1186,638,upper_primary,83,78,0,5,49,6,34,0,18,20,55,27,51,2,51,24,0,0,1,1,1,1,1,1,1,1,1,1,1,30.16,35,-0.1383,49.08,1,100000,1,0,0.988,0,Flag,6.74,Low
1216178,5295,1,5294,597,1595,1248,upper_primary,150,104,0,46,58,17,30,0,48,50,111,37,72,4,72,0,44,1,0,1,1,1,1,1,1,1,1,1,1,35.3,35,0.0086,73.54,1,100000,1,0,0.9867,0,Flag,16.13,Low
1219421,158,158,0,158,0,0,primary,7,7,0,0,7,7,0,0,0,0,1,6,5,2,5,8,0,0,1,1,1,1,1,1,1,1,0,1,1,22.57,30,-0.2477,31.6,1,50000,1,0,1,0,Flag,3.33,Low
1219699,1667,989,678,676,408,295,primary,59,54,5,0,51,20,10,1,13,9,38,20,28,1,28,15,16,1,1,1,1,1,1,1,1,1,1,0,1,28.25,30,-0.0583,59.54,0,100000,1,0,0.9831,0.0847,Flag,8.6,Low
1221451,114,69,45,114,0,0,primary,4,3,1,0,1,4,0,0,0,0,2,1,6,1,5,2,2,1,1,1,1,1,1,1,1,0,0,0,1,28.5,30,-0.05,19,1,50000,1,0,0.75,0.25,Accept,7.08,Low
1223523,231,127,104,231,0,0,primary,8,8,0,0,7,7,0,0,0,0,4,3,9,2,9,6,6,1,1,1,1,1,1,1,1,1,0,0,1,28.88,30,-0.0373,25.67,0,50000,1,0,0.875,0,Accept,0,Low
1227715,453,0,453,453,0,0,primary,10,9,1,0,3,9,0,0,0,0,4,3,11,1,11,0,8,1,0,1,1,1,1,1,1,1,0,0,1,45.3,30,0.51,41.18,1,75000,1,0,0.7,0.1,Reject,18.03,Low
1228863,149,99,50,149,0,0,primary,9,9,0,0,1,9,0,0,0,0,3,3,16,1,16,2,2,1,1,1,1,1,1,1,1,1,0,0,1,16.56,30,-0.448,9.31,0,50000,1,0,0.6667,0,Accept,0,Low
1229464,685,685,0,118,215,158,upper_primary,39,37,0,2,7,7,6,0,11,14,25,13,28,4,28,17,0,0,1,1,1,1,1,1,1,1,0,1,1,17.56,35,-0.4983,24.46,1,75000,1,0,0.9744,0,Flag,3.33,Low
1230417,618,357,261,330,204,84,primary,26,25,1,0,23,11,7,0,5,0,14,12,27,3,27,10,10,1,1,1,1,1,1,1,1,1,0,0,1,23.77,30,-0.2077,22.89,0,75000,1,0,1,0.0385,Accept,0.58,Low
1231338,22,15,7,22,0,0,primary,3,1,2,0,2,2,0,0,0,0,1,2,7,1,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,7.33,30,-0.7557,3.14,0,10000,1,0,1,0.6667,Flag,10,Low
1233559,220,118,102,161,59,0,primary,12,8,4,0,4,5,4,3,0,0,3,9,10,2,10,5,6,1,1,1,1,1,1,1,1,1,0,0,1,18.33,30,-0.389,22,0,50000,1,0,1,0.3333,Accept,5,Low
1234689,122,75,47,122,0,0,primary,5,4,1,0,5,5,0,0,0,0,5,0,5,2,5,1,2,1,1,1,1,1,1,1,1,1,0,0,1,24.4,30,-0.1867,24.4,0,50000,1,0,1,0.2,Accept,3,Low
1234963,3457,1830,1627,53,1773,957,upper_primary,114,101,0,13,27,3,50,0,29,29,85,29,68,0,68,36,36,1,1,1,1,1,1,1,1,1,0,1,1,30.32,35,-0.1337,50.84,0,100000,1,0,1,0,Flag,4.07,Low
1235031,1233,1233,0,0,494,354,upper_primary,46,41,1,4,31,0,7,0,7,19,42,4,26,0,26,30,0,0,1,1,1,1,1,1,1,1,0,0,1,26.8,35,-0.2343,47.42,1,100000,1,0,1,0.0217,Flag,6.44,Low
1236475,801,0,801,801,0,0,primary,11,9,2,0,2,10,0,0,0,0,1,6,14,2,14,0,12,1,0,1,1,0,1,1,1,1,0,0,1,72.82,30,1.4273,57.21,1,75000,1,0,0.6364,0.1818,Reject,37.51,Medium
1238261,601,0,601,0,380,221,upper_primary,23,21,0,2,12,0,6,0,1,0,14,9,14,1,14,0,42,1,0,1,1,0,1,1,1,1,0,0,1,26.13,35,-0.2534,42.93,1,75000,1,0,1,0,Accept,4.43,Low
1238718,1988,1988,0,240,812,517,upper_primary,69,54,0,15,5,6,14,0,32,14,45,23,42,0,37,40,0,0,1,1,1,1,1,1,1,1,1,0,1,28.81,35,-0.1769,47.33,1,100000,1,0,0.9855,0,Flag,6.08,Low
1239463,360,186,174,360,0,0,primary,12,9,3,0,5,12,0,0,0,0,4,7,10,2,10,10,9,1,1,1,1,1,1,1,1,1,0,0,1,30,30,0,36,0,75000,1,0,0.9167,0.25,Accept,3.75,Low
1240067,641,344,297,420,221,0,primary,24,13,11,0,24,10,9,2,0,0,1,12,22,1,22,6,6,1,1,1,1,1,1,1,1,1,0,0,1,26.71,30,-0.1097,29.14,0,75000,1,0,0.5417,0.4583,Accept,6.87,Low
1242595,300,159,141,300,0,0,primary,8,8,0,0,4,7,0,0,0,0,1,5,8,1,8,2,2,1,1,1,1,1,1,1,1,1,0,0,1,37.5,30,0.25,37.5,0,75000,1,0,0.75,0,Flag,6.25,Low
1246983,1319,206,1113,395,446,241,upper_primary,57,50,0,7,49,10,7,0,14,17,44,7,36,1,36,3,64,1,1,1,1,1,1,1,1,1,1,0,1,23.14,35,-0.3389,36.64,0,100000,1,0,0.8947,0,Accept,0,Low
1250839,189,51,138,0,0,125,secondary,17,17,0,0,9,0,0,0,17,0,15,2,9,1,9,21,21,1,1,1,1,1,1,1,1,1,0,0,1,11.12,35,-0.6823,21,0,50000,1,0,1,0,Accept,0,Low
1251486,108,66,42,108,0,0,primary,6,6,0,0,5,6,0,0,0,0,0,6,8,2,8,3,4,1,1,1,1,1,1,1,1,1,0,0,1,18,30,-0.4,13.5,0,50000,1,0,1,0,Accept,0,Low
1251591,2899,0,2899,285,713,1062,secondary,94,34,0,60,30,9,12,1,33,32,63,29,37,1,37,0,16,1,0,1,1,1,1,1,1,1,0,0,1,30.84,35,-0.1189,78.35,1,100000,1,0,0.9787,0,Flag,17.71,Low
1254013,3817,3556,261,353,1573,1040,upper_primary,99,63,0,36,99,8,22,1,17,30,73,23,60,6,60,19,25,1,1,1,1,1,1,1,1,1,0,1,1,38.56,35,0.1017,63.62,0,100000,1,0,0.9697,0,Flag,11.4,Low
1262522,154,90,64,154,0,0,primary,8,5,3,0,4,8,0,0,0,0,2,6,7,1,7,3,3,1,1,1,1,1,1,1,1,1,0,0,1,19.25,30,-0.3583,22,0,50000,1,0,1,0.375,Accept,5.62,Low
1265324,479,297,182,379,100,0,primary,9,9,0,0,1,4,5,0,0,0,1,7,12,1,12,4,3,1,1,1,1,1,1,1,1,1,0,0,1,53.22,30,0.774,39.92,0,75000,1,0,0.8889,0,Reject,19.35,Low
1266282,508,508,0,508,0,0,primary,12,12,0,0,12,12,0,0,0,0,4,6,11,2,11,17,0,0,1,1,1,1,1,1,1,1,0,0,1,42.33,30,0.411,46.18,1,75000,1,0,0.8333,0,Flag,15.93,Low
1268385,532,245,287,532,0,0,primary,12,9,3,0,12,11,0,0,0,0,7,4,15,1,5,5,10,1,1,1,1,1,1,1,1,1,0,1,1,44.33,30,0.4777,35.47,0,75000,1,0,0.9167,0.25,Flag,15.69,Low
1268561,261,138,123,261,0,0,primary,6,3,3,0,2,5,0,0,0,0,2,4,7,2,7,7,7,1,1,1,1,0,1,1,1,1,0,1,1,43.5,30,0.45,37.29,0,75000,1,0,1,0.5,Flag,18.75,Low
1269320,709,407,302,709,0,0,primary,13,13,0,0,3,13,0,0,0,0,6,7,15,2,15,9,9,1,1,1,1,1,1,1,1,1,0,1,1,54.54,30,0.818,47.27,0,75000,1,0,1,0,Reject,23.18,Low
1272173,1099,179,920,412,320,201,primary,39,37,0,2,32,11,4,0,12,8,27,11,28,1,28,21,22,1,1,1,1,0,1,1,1,1,1,0,1,28.18,30,-0.0607,39.25,0,100000,1,0,0.9744,0,Accept,0,Low
1272239,350,0,350,350,0,0,primary,13,11,2,0,8,11,0,0,0,0,6,5,15,1,15,0,9,1,0,1,1,1,1,1,1,1,0,0,1,26.92,30,-0.1027,23.33,1,75000,1,0,0.8462,0.1538,Accept,5.64,Low
1272650,1025,511,514,1025,0,0,primary,14,14,0,0,13,14,0,0,0,0,2,9,22,2,22,13,18,1,1,1,1,1,1,1,1,1,0,1,1,73.21,30,1.4403,46.59,0,100000,1,0,0.7857,0,Reject,27.47,Low
1273908,1574,0,1574,390,616,326,upper_primary,59,43,1,15,58,9,19,0,13,16,41,17,43,2,43,0,50,1,0,1,1,1,1,1,1,1,1,0,1,26.68,35,-0.2377,36.6,1,100000,1,0,0.9831,0.0169,Accept,3.59,Low
1275391,1638,1023,615,729,377,232,primary,46,36,10,0,34,4,2,11,9,14,22,19,62,4,62,13,7,1,1,1,1,1,1,1,1,1,1,0,1,35.61,30,0.187,26.42,0,100000,1,0,0.8913,0.2174,Flag,7.94,Low
1278135,3442,3442,0,0,1303,1032,upper_primary,108,56,2,50,108,0,35,0,40,32,63,45,64,0,64,30,0,0,1,1,1,1,1,1,1,1,0,0,1,31.87,35,-0.0894,53.78,1,100000,1,0,1,0.0185,Flag,8.78,Low
1280623,150,77,73,150,0,0,primary,14,0,14,0,6,9,0,0,0,0,8,6,11,1,11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,10.71,30,-0.643,13.64,0,50000,1,0,1,1,Flag,15,Low
1280733,204,112,92,204,0,0,primary,7,7,0,0,2,6,0,0,0,0,2,3,14,1,14,5,5,1,1,1,1,1,1,1,1,1,0,1,1,29.14,30,-0.0287,14.57,0,50000,1,0,0.7143,0,Accept,0,Low
1281867,689,0,689,689,0,0,primary,16,15,1,0,10,16,0,0,0,0,4,10,18,1,18,0,15,1,0,1,1,1,1,1,1,1,0,0,1,43.06,30,0.4353,38.28,1,75000,1,0,0.875,0.0625,Flag,15.15,Low
1282820,609,338,271,375,234,0,primary,12,12,0,0,6,6,4,2,0,0,7,5,24,1,24,3,9,1,1,1,1,1,1,1,1,1,0,0,1,50.75,30,0.6917,25.38,0,75000,1,0,1,0,Reject,17.29,Low
1284849,193,113,80,141,52,0,primary,15,14,1,0,13,11,4,0,0,0,5,7,13,3,13,4,4,1,1,1,1,1,1,1,1,1,0,0,1,12.87,30,-0.571,14.85,0,50000,1,0,0.8,0.0667,Accept,1,Low
1286449,224,120,104,224,0,0,primary,9,5,4,0,9,6,0,0,0,0,2,6,9,1,9,2,2,1,1,1,1,0,1,1,1,1,0,0,1,24.89,30,-0.1703,24.89,0,50000,1,0,0.8889,0.4444,Accept,6.67,Low
1289439,999,0,999,999,0,0,primary,17,13,4,0,3,17,0,0,0,0,6,11,18,1,18,0,24,1,0,1,1,1,1,1,1,1,0,1,1,58.76,30,0.9587,55.5,1,75000,1,0,1,0.2353,Reject,36.64,Medium
1291286,2500,1337,1163,1037,610,440,primary,88,88,0,0,85,32,20,0,9,16,58,30,56,3,56,25,27,1,1,1,1,1,1,1,1,1,1,1,1,28.41,30,-0.053,44.64,0,100000,1,0,1,0,Accept,1.74,Low
1293888,737,737,0,0,478,259,upper_primary,22,16,0,6,9,0,9,0,13,0,14,8,15,0,15,25,0,0,1,1,1,0,1,1,1,1,0,0,1,33.5,35,-0.0429,49.13,1,75000,1,0,1,0,Flag,6.76,Low
1295207,238,0,238,238,0,0,primary,6,4,2,0,0,5,0,0,0,0,3,3,13,1,13,0,5,1,0,1,1,1,1,1,1,1,0,1,1,39.67,30,0.3223,18.31,1,50000,1,0,1,0.3333,Flag,16.39,Low
1297318,194,123,71,134,60,0,primary,10,5,5,0,8,5,4,1,0,0,1,7,8,1,8,3,3,1,1,1,1,1,1,1,1,1,0,0,1,19.4,30,-0.3533,24.25,0,50000,1,0,0.8,0.5,Accept,7.5,Low
1298145,93,48,45,93,0,0,primary,6,1,5,0,5,6,0,0,0,0,0,4,9,2,9,3,3,1,1,1,1,1,1,1,1,1,0,1,1,15.5,30,-0.4833,10.33,0,25000,1,0,0.6667,0.8333,Flag,12.5,Low
1300525,250,137,113,250,0,0,primary,5,5,0,0,3,5,0,0,0,0,2,3,7,1,7,2,2,1,1,1,1,1,1,1,1,1,0,0,1,50,30,0.6667,35.71,0,50000,1,0,1,0,Reject,16.67,Low
1300949,1968,1968,0,1968,0,0,primary,30,30,0,0,0,30,0,0,0,0,4,25,39,3,39,32,0,0,1,1,1,1,1,1,1,1,0,1,1,65.6,30,1.1867,50.46,1,100000,1,0,0.9667,0,Reject,32.26,Medium
1305300,554,310,244,405,149,0,primary,9,9,0,0,0,5,4,0,0,0,4,5,8,1,8,4,4,1,1,1,1,1,1,1,1,1,0,0,1,61.56,30,1.052,69.25,0,75000,1,0,1,0,Reject,35.97,Medium
1305687,1117,697,420,431,313,194,primary,43,17,26,0,24,12,11,0,6,14,19,24,30,1,30,15,13,1,1,1,1,1,1,1,1,1,1,0,1,25.98,30,-0.134,37.23,0,100000,1,0,1,0.6047,Flag,9.07,Low
1306591,3275,3275,0,0,2035,1240,upper_primary,52,24,0,28,3,0,1,0,3,0,33,19,22,1,0,20,0,0,1,1,1,1,1,1,1,0,0,0,1,62.98,35,0.7994,148.86,2,100000,1,0,1,0,Reject,41.65,Medium
1307755,143,83,60,143,0,0,primary,1,1,0,0,0,1,0,0,0,0,1,0,5,2,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,143,30,3.7667,28.6,0,50000,1,0,1,0,Reject,25,Low
1310893,58,31,27,58,0,0,primary,7,7,0,0,4,5,0,0,0,0,4,3,19,1,19,2,2,1,1,1,1,1,1,1,1,1,0,0,1,8.29,30,-0.7237,3.05,0,25000,1,0,1,0,Accept,0,Low
1311667,364,364,0,364,0,0,primary,6,6,0,0,1,6,0,0,0,0,2,1,8,1,8,11,0,0,1,1,1,1,1,1,1,1,0,0,1,60.67,30,1.0223,45.5,1,75000,1,0,0.5,0,Reject,30.4,Medium
1312355,184,109,75,184,0,0,primary,6,6,0,0,0,6,0,0,0,0,0,6,5,1,5,3,3,1,1,1,1,1,1,1,1,1,0,0,1,30.67,30,0.0223,36.8,0,50000,1,0,1,0,Flag,0.56,Low
1314345,2041,1186,855,948,484,350,primary,79,63,16,0,77,30,12,1,9,14,57,22,50,1,50,4,4,1,1,1,1,1,1,1,1,1,1,1,1,25.84,30,-0.1387,40.82,0,100000,1,0,1,0.2025,Accept,3.34,Low
1315695,3032,3032,0,0,1617,819,upper_primary,88,61,0,27,18,0,27,0,28,23,53,35,52,0,52,41,0,0,1,1,1,1,1,1,1,1,0,0,1,34.45,35,-0.0157,58.31,1,100000,1,0,1,0,Flag,10.2,Low
1317619,241,146,95,241,0,0,primary,7,1,6,0,2,1,0,0,0,0,2,5,9,1,9,4,4,1,1,1,1,1,1,1,1,1,0,0,1,34.43,30,0.1477,26.78,0,50000,1,0,1,0.8571,Flag,16.55,Low
1319564,544,275,269,544,0,0,primary,15,15,0,0,10,13,0,0,0,0,5,5,18,3,16,4,4,1,1,1,1,1,1,1,1,1,0,1,1,36.27,30,0.209,30.22,0,75000,1,0,0.6667,0,Flag,5.22,Low
1319819,187,95,92,187,0,0,primary,7,7,0,0,7,7,0,0,0,0,2,5,7,3,7,2,2,1,1,1,1,1,1,1,1,1,0,0,1,26.71,30,-0.1097,26.71,0,50000,1,0,1,0,Accept,0,Low
1320531,129,87,42,129,0,0,primary,6,1,5,0,6,6,0,0,0,0,2,4,16,4,16,2,2,1,1,1,1,1,1,1,1,1,0,0,1,21.5,30,-0.2833,8.06,0,50000,1,0,1,0.8333,Flag,12.5,Low
1322953,806,806,0,806,0,0,primary,19,19,0,0,2,19,0,0,0,0,5,12,28,2,28,12,0,0,1,1,1,1,1,1,1,1,0,1,1,42.42,30,0.414,28.79,1,75000,1,0,0.8947,0,Flag,13.68,Low
1323497,227,155,72,227,0,0,primary,5,5,0,0,1,5,0,0,0,0,0,4,10,10,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,45.4,30,0.5133,22.7,0,50000,1,0,0.8,0,Reject,12.83,Low
1323880,198,198,0,0,93,50,upper_primary,21,19,2,0,4,0,5,0,4,9,17,4,7,2,7,18,0,0,1,1,1,1,1,1,1,1,0,0,1,9.43,35,-0.7306,28.29,1,50000,1,0,1,0.0952,Flag,4.76,Low
1324906,69,36,33,69,0,0,primary,6,6,0,0,5,6,0,0,0,0,0,6,10,2,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,11.5,30,-0.6167,6.9,0,25000,1,0,1,0,Accept,0,Low
1327594,440,222,218,440,0,0,primary,13,13,0,0,10,12,0,0,0,0,7,6,12,1,12,7,7,1,1,1,1,1,1,1,1,1,0,1,1,33.85,30,0.1283,36.67,0,75000,1,0,1,0,Flag,3.21,Low
1327676,482,266,216,0,242,140,upper_primary,23,22,0,1,23,0,6,0,10,7,20,3,14,0,14,7,7,1,1,1,1,1,1,1,1,1,0,1,1,20.96,35,-0.4011,34.43,0,75000,1,0,1,0,Accept,0,Low
1328444,158,89,69,158,0,0,primary,5,5,0,0,1,5,0,0,0,0,0,1,7,1,7,4,4,1,1,1,1,1,1,1,1,1,0,0,1,31.6,30,0.0533,22.57,0,50000,1,0,0.2,0,Flag,1.33,Low
1331916,505,505,0,505,0,0,primary,10,9,1,0,9,10,0,0,0,0,2,7,14,1,14,10,0,0,1,1,1,1,1,1,1,1,0,1,1,50.5,30,0.6833,36.07,1,75000,1,0,0.9,0.1,Reject,21.92,Low
1333385,720,391,329,720,0,0,primary,9,7,2,0,1,9,0,0,0,0,1,6,13,1,13,3,3,1,1,1,1,1,1,1,1,1,0,0,1,80,30,1.6667,55.38,0,75000,1,0,0.7778,0.2222,Reject,34.1,Medium
1338417,224,119,105,224,0,0,primary,7,6,1,0,7,6,0,0,0,0,2,5,6,1,5,2,3,1,1,1,1,0,1,1,1,1,0,0,1,32,30,0.0667,37.33,0,50000,1,0,1,0.1429,Flag,3.81,Low
1338713,2399,0,2399,0,842,725,upper_primary,74,73,0,1,59,0,4,0,5,26,58,16,31,4,31,0,25,1,0,1,1,1,1,1,1,1,1,0,1,32.42,35,-0.0737,77.39,1,100000,1,0,1,0,Flag,17.35,Low
1340676,1515,800,715,416,497,279,upper_primary,67,45,3,19,45,9,13,0,23,17,43,22,45,1,45,20,19,1,1,1,1,1,1,1,1,1,0,1,1,22.61,35,-0.354,33.67,0,100000,1,0,0.9701,0.0448,Accept,0.67,Low
